"section","code","specialist","status","first_available","last_booked","source_pdf_date","source_pdf_url"
"CENTAR ZA RADIOLOSKU DIJAGNOSTIKU","510337","MR ENTEROGRAFIJE","NO_SLOTS",,"28.02.2025. 18:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"CENTAR ZA RADIOLOSKU DIJAGNOSTIKU","510335","MR MSK 1","NO_SLOTS",,"26.02.2025. 18:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"CENTAR ZA RADIOLOSKU DIJAGNOSTIKU","510347","MR MSK 2","NO_SLOTS",,"28.05.2025. 12:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"CENTAR ZA RADIOLOSKU DIJAGNOSTIKU","510320","MR MSK 3","NO_SLOTS",,"31.05.2025. 15:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"CENTAR ZA RADIOLOSKU DIJAGNOSTIKU","510320","MR MSK 3","NO_SLOTS",,"22.02.2025. 15:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"CENTAR ZA RADIOLOSKU DIJAGNOSTIKU","510345","MR NEURO 1","NO_SLOTS",,"30.05.2025. 12:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"CENTAR ZA RADIOLOSKU DIJAGNOSTIKU","510357","MR NEURO 2","NO_SLOTS",,"26.05.2025. 12:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"CENTAR ZA RADIOLOSKU DIJAGNOSTIKU","510319","MR NEURO 3","NO_SLOTS",,"23.02.2025. 11:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"CENTAR ZA RADIOLOSKU DIJAGNOSTIKU","510319","MR NEURO 3","NO_SLOTS",,"25.05.2025. 11:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"HIRURЕ KA KLINIKA","120109","AMBULANTA ZA OPЕ TU HIRURGIJU 1","NO_SLOTS",,"20.02.2026. 13:50","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"HIRURЕ KA KLINIKA","123209","AMBULANTA ZA PLASTIДЊNU HIRURGIJU","NO_SLOTS",,"26.02.2026. 13:50","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"HIRURЕ KA KLINIKA","123300","AMBULANTA ZA PLASTIДЊNU HIRURGIJU 2","NO_SLOTS",,"25.02.2026. 10:50","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"HIRURЕ KA KLINIKA","124209","AMBULANTA ZA VASKULARNU HIRURGIJU 1","NO_SLOTS",,"27.02.2026. 13:50","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"HIRURЕ KA KLINIKA","123420","AMBULANTA ZA VASKULARNU HIRURGIJU 2","NO_SLOTS",,"25.02.2026. 19:50","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","107130","CT DIJAGNOSTIKA","NO_SLOTS",,"30.12.2022. 10:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","109238","CZA - AMBULANTA ZA DJEДЊIJU FIZIJATRIJU","NO_SLOTS",,"26.06.2025. 13:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","109219","CZA - KAB. DEFEKTOLOG -OLIGOFRENOLOG","NO_SLOTS",,"25.02.2026. 13:15","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","109229","CZA - KAB. DEFEKTOLOG -SOMATOPED","NO_SLOTS",,"31.12.2025. 20:15","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","109209","CZA - KABINET DEFEKTOLOG -LOGOPED 1","NO_SLOTS",,"31.10.2025. 20:15","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","109218","CZA - KABINET DEFEKTOLOG -LOGOPED 2","NO_SLOTS",,"31.10.2025. 13:15","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","109217","CZA - KABINET DEFEKTOLOG -LOGOPED 3","NO_SLOTS",,"31.10.2025. 20:15","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","109299","CZA - PSIHIJATRIJSKA AMBULANTA 1","NO_SLOTS",,"29.04.2026. 10:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","109297","CZA - PSIHIJATRIJSKA AMBULANTA 2","NO_SLOTS",,"27.03.2026. 08:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","109298","CZA - PSIHIJATRIJSKA AMBULANTA 3","NO_SLOTS",,"31.03.2026. 10:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","109279","CZA - PSIHOLOЕ KI KABINET 3","NO_SLOTS",,"13.12.2023. 13:15","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","109280","CZA - PSIHOLOЕ KI KABINET 4","NO_SLOTS",,"23.04.2025. 09:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","101609","DJEДЊIJA ALERGOLOЕ KA -IMUNOLOЕ KA AMBULANTA","NO_SLOTS",,"29.04.2026. 13:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","101329","DJEДЊIJA NEUROLOЕ KA AMBULANTA 1","NO_SLOTS",,"28.04.2026. 13:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","101349","DJEДЊIJA NEUROLOЕ KA AMBULANTA 2","NO_SLOTS",,"30.04.2026. 13:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","101359","DJEДЊIJA NEUROLOЕ KA AMBULANTA 3","NO_SLOTS",,"30.09.2024. 13:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","102209","DJEДЊIJA ORL AMBULANTA","NO_SLOTS",,"30.04.2026. 12:15","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","109239","DJEДЊIJA PSIHIJATRIJSKA AMBULANTA","NO_SLOTS",,"28.06.2022. 17:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","102509","DJEДЊIJA UROLOЕ KA AMBULANTA","NO_SLOTS",,"20.04.2026. 19:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","107189","DJEДЊIJI MR ENTEROGRAFIJE","NO_SLOTS",,"25.05.2022. 18:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","107189","DJEДЊIJI MR ENTEROGRAFIJE","NO_SLOTS",,"25.05.2022. 16:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","107199","DJEДЊIJI MR UROGRAFIJE","NO_SLOTS",,"25.12.2025. 13:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","108100","DNEVNA BOLNICA IBD","NO_SLOTS",,"31.12.2022. 13:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","107169","KABINET ZA DJEДЊIJI MR BODY","NO_SLOTS",,"29.12.2025. 09:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","107169","KABINET ZA DJEДЊIJI MR BODY","NO_SLOTS",,"25.12.2023. 10:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","107209","KABINET ZA DJEДЊIJU MR -OPЕ TA ANESTEZIJA","NO_SLOTS",,"28.05.2022. 13:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","107209","KABINET ZA DJEДЊIJU MR -OPЕ TA ANESTEZIJA","NO_SLOTS",,"28.05.2022. 10:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","114050","ALERGOLOЕ KA AMBULANTA","NO_SLOTS",,"28.05.2026. 12:25","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","115029","AMBULANTA ZA KAPILAROSKOPIJU","NO_SLOTS",,"25.05.2026. 10:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","114009","ENDOKRINOLOЕ KA AMBULANTA 1","NO_SLOTS",,"29.05.2026. 12:25","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","114019","ENDOKRINOLOЕ KA AMBULANTA 2","NO_SLOTS",,"29.05.2026. 12:25","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","114029","ENDOKRINOLOЕ KA AMBULANTA 3","NO_SLOTS",,"25.08.2025. 12:25","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","113010","GASTROENTEROHEPATOLOЕ KA AMBULANTA 2","NO_SLOTS",,"25.03.2026. 12:25","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","114039","GASTROENTEROLOЕ KA AMBULANTA","NO_SLOTS",,"28.05.2026. 12:25","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","111319","HEMATOLOЕ KI KONZILIJUM ZA BIOLOЕ KU TERAPIJU","NO_SLOTS",,"04.11.2022. 08:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","113019","KABINET ZA GASTROSKOPIJU","NO_SLOTS",,"26.05.2026. 10:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","113020","KABINET ZA GASTROSKOPIJU 2","NO_SLOTS",,"29.03.2022. 13:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","113129","KABINET ZA KOLONOSKOPIJU","NO_SLOTS",,"27.05.2026. 09:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","113128","KABINET ZA KOLONOSKOPIJU 2","NO_SLOTS",,"30.03.2022. 13:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","115019","KABINET ZA OSTEODENZITOMETRIJU","NO_SLOTS",,"28.05.2026. 10:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","115059","KABINET ZA UZ LOKOMO. SISTEMA","NO_SLOTS",,"27.03.2025. 13:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","130156","KONZILIJUM ALERGOLOGA I KLINIДЊKIH IMUNOLOGA","NO_SLOTS",,"13.02.2025. 13:55","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","116009","PULMOLOЕ KA AMBULANTA","NO_SLOTS",,"26.05.2026. 12:25","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","115009","REUMATOLOЕ KA AMBULANTA 1","NO_SLOTS",,"28.05.2026. 19:25","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","115039","REUMATOLOЕ KA AMBULANTA 2","NO_SLOTS",,"12.05.2026. 12:25","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","115049","REUMATOLOЕ KI KONZILIJUM ZA BIOLOЕ KU TERAPIJU","NO_SLOTS",,"09.12.2022. 08:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ANESTEZIJU I INTEZIVNU TERAPIJU BOLA","240109","ANESTEZILOЕ KA AMBULANTA","NO_SLOTS",,"27.02.2026. 12:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","260559","KABINET ZA HOLTER MONITORING","NO_SLOTS",,"30.06.2026. 08:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","280569","KABINET ZA STRES EHO TEST","NO_SLOTS",,"30.06.2026. 11:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","260509","KARDIOLOЕ KA AMBULANTA 1","NO_SLOTS",,"30.06.2026. 12:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","260529","KARDIOLOЕ KA AMBULANTA 2","NO_SLOTS",,"29.08.2025. 17:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","260519","KARDIOLOЕ KA AMBULANTA 3","NO_SLOTS",,"07.10.2025. 17:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","290101","KARDIOLOЕ KA INTERVENTNA AMB","NO_SLOTS",,"31.12.2021. 07:48","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","270801","KARDIOLOЕ KA KONTROLA NAKON KARD.HIR. OP.","NO_SLOTS",,"31.12.2025. 14:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","260510","KardioloЕЎka ambulanta 1 - kontrolni pregled","NO_SLOTS",,"30.09.2024. 11:55","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","290600","KONZILIJUM ZA UPUД†IVANJE PACIJENATA U INOSTRANSTVO","NO_SLOTS",,"25.10.2022. 13:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA DERMATOVENEROLOGIJU","230109","KABINET ZA ALERGIJSKO -EPIKUTANO TESTIRANJE","NO_SLOTS",,"29.09.2025. 10:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA DERMATOVENEROLOGIJU","230119","KABINET ZA PATCH TESTIRANJE","NO_SLOTS",,"29.09.2025. 13:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA GINEKOLOGIJU I AKUЕ ERSTVO","180120","DNEVNA BOLNICA GAK","NO_SLOTS",,"04.02.2025. 00:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA GINEKOLOGIJU I AKUЕ ERSTVO","180109","GINEKOLOЕ KO-AKUЕ ERSKA AMBULANTA","NO_SLOTS",,"20.10.2022. 07:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA INFEKTIVNE BOLESTI","220900","DNEVNA BOLNICA INFEKTIVNE KLINIKE","NO_SLOTS",,"31.10.2022. 13:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA MAKSILOFACIJALNU HIRURGIJU","250800","KONZILIJUM ZA MFH","NO_SLOTS",,"29.12.2025. 12:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROHIRURGIJU","150809","NEUROHIRUSKA AMBULANTA","NO_SLOTS",,"31.03.2026. 13:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROLOGIJU","160260","DEFEKTOLOЕ KO - LOGOPEDSKA AMBULANTA","NO_SLOTS",,"28.12.2022. 17:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROLOGIJU","160218","DISPANZER ZA EPILEPSIJU","NO_SLOTS",,"26.03.2026. 12:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROLOGIJU","160239","EMNG AMBULANTA","NO_SLOTS",,"28.08.2025. 13:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROLOGIJU","160309","INTERVENTNA NEUROLOЕ KA AMB I","NO_SLOTS",,"31.10.2022. 08:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROLOGIJU","160279","INTERVENTNA NEUROLOЕ KA AMB II","NO_SLOTS",,"15.12.2021. 12:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROLOGIJU","160249","KABINET ZA EVOCIRANE POTENCIJALE","NO_SLOTS",,"09.06.2025. 17:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROLOGIJU","160109","NEUROLOЕ KA AMBULANTA I","NO_SLOTS",,"31.03.2026. 12:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROLOGIJU","160119","NEUROLOЕ KA AMBULANTA II","NO_SLOTS",,"31.03.2026. 12:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROLOGIJU","160259","NEUROLOЕ KO-PSIHOLOЕ KI KABINET","NO_SLOTS",,"10.06.2022. 15:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ONKOLOGIJU I RADIO TERAPIJU","190018","INTERVENTNA AMBULANTA ZA HEMIOTERAPIJU","NO_SLOTS",,"31.10.2025. 13:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ONKOLOGIJU I RADIO TERAPIJU","190800","KONZILIJUM ZA PET/CT","NO_SLOTS",,"02.10.2025. 12:05","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ONKOLOGIJU I RADIO TERAPIJU","190109","ONKOLOЕ KA AMBULANTA ZA HEMIOTERAPIJU 1","NO_SLOTS",,"01.07.2026. 16:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ONKOLOGIJU I RADIO TERAPIJU","190119","ONKOLOЕ KA AMBULANTA ZA HEMIOTERAPIJU 2","NO_SLOTS",,"30.10.2025. 14:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ONKOLOGIJU I RADIO TERAPIJU","190129","ONKOLOЕ KA AMBULANTA ZA HEMIOTERAPIJU 3","NO_SLOTS",,"31.10.2025. 14:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ONKOLOGIJU I RADIO TERAPIJU","190139","ONKOLOЕ KA AMBULANTA ZA HEMIOTERAPIJU 4","NO_SLOTS",,"31.10.2025. 14:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ONKOLOGIJU I RADIO TERAPIJU","190700","ONKOLOЕ KI KONZILIJUM","NO_SLOTS",,"29.12.2023. 13:50","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OTORINOLARINGOLOGIJU","200625","INTERVENTNA ORL AMB. KCCG","NO_SLOTS",,"31.12.2025. 23:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OTORINOLARINGOLOGIJU","200129","KONZILIJUM ORL","NO_SLOTS",,"16.11.2022. 08:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OTORINOLARINGOLOGIJU","200130","KONZILIJUM ZA SLUЕ NA POMAGALA I LJEKOVE","NO_SLOTS",,"27.06.2025. 13:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OTORINOLARINGOLOGIJU","200630","SPECIJALISTIДЊKA ORL 2","NO_SLOTS",,"24.02.2026. 09:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OTORINOLARINGOLOGIJU","200109","SPECIJALISTIДЊKA ORL AMBULANTA I","NO_SLOTS",,"27.02.2026. 13:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OTORINOLARINGOLOGIJU","200319","SUBSPEC. AUDIOLOЕ KA ORL AMBULANTA","NO_SLOTS",,"27.02.2026. 13:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
